Unnamed: 0,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position ,Longitude,Latitude,Distance_geopy,Distance traveled (km)
98,,2017-05-04 01:22:33,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
99,,2017-05-04 01:23:21,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
100,,2017-05-04 01:24:09,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
101,,2017-05-04 01:24:57,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
102,,2017-05-04 01:25:45,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
103,,2017-05-04 01:26:34,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
104,,2017-05-04 01:27:22,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
105,,2017-05-04 01:28:10,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
106,,2017-05-04 01:28:58,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
107,,2017-05-04 01:29:46,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
108,,2017-05-04 01:30:34,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
109,,2017-05-04 01:31:22,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
110,,2017-05-04 01:32:10,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
111,,2017-05-04 01:32:58,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
112,,2017-05-04 01:33:46,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
113,,2017-05-04 01:34:34,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
114,,2017-05-04 01:35:22,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
115,,2017-05-04 01:36:10,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
116,,2017-05-04 01:36:58,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
117,,2017-05-04 01:37:45,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
118,,2017-05-04 01:38:33,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
119,,2017-05-04 01:39:21,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
120,,2017-05-04 01:40:10,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
121,,2017-05-04 01:40:58,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
122,,2017-05-04 01:41:46,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
123,,2017-05-04 01:42:35,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
124,,2017-05-04 01:43:23,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
125,,2017-05-04 01:44:11,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
126,,2017-05-04 01:44:59,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
127,,2017-05-04 01:45:47,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
128,,2017-05-04 01:46:35,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
129,,2017-05-04 01:47:23,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
130,,2017-05-04 01:48:11,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
131,,2017-05-04 01:48:59,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
132,,2017-05-04 01:49:47,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
133,,2017-05-04 01:50:35,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
134,,2017-05-04 01:51:23,0.0,0.0,"ACC开,3D定位,天线正常","湖南省娄底市娄星区娄星南路,距徐家坳 约198米,距陈记食府 约293米",112.00578999999999,27.690062,0.0,0.0
