Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,long,Latitude,lat,Distance_geopy,Distance traveled (km)
245,245,245,245,245,,2017-06-15 16:14:34,0,1,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距铁马驾校 约692米,距长沙市城建职业技术学校 约654米",113,5712,28,227736,0.0,1
246,246,246,246,246,,2017-06-15 16:15:22,13,1,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距铁马驾校 约715米,距长沙市城建职业技术学校 约649米",113,5689,28,227873,0.0,1
247,247,247,247,247,,2017-06-15 16:16:11,22,1,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距湖南月湖大市场B区-15栋 约476米,距湖南月湖大市场B区-12栋 约491米",113,55046,28,229712,0.0,1
248,248,248,248,248,,2017-06-15 16:16:59,24,1,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距湖南月湖大市场-E区 约217米,距湖南月湖大市场B区-12栋 约302米",113,5391,28,232054,0.0,1
249,249,249,249,249,,2017-06-15 16:17:47,22,1,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距湖南月湖大市场-E区 约216米,距金色比华利卫生服务点 约297米",113,5469,28,233135,0.0,1
250,250,250,250,250,,2017-06-15 16:18:35,11,1,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距金色比华利卫生服务点 约107米,距金色比华利 约266米",113,5766,28,233345,0.0,1
251,251,251,251,251,,2017-06-15 16:19:24,6,1,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距金色比华利卫生服务点 约132米,距金色比华利 约261米",113,5821,28,233315,0.0,1
252,252,252,252,252,,2017-06-15 16:20:12,0,1,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距金色比华利卫生服务点 约136米,距金色比华利 约260米",113,583,28,23333,0.0,1
253,253,253,253,253,,2017-06-15 16:21:00,19,1,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距金色比华利 约261米,距金色比华利卫生服务点 约211米",113,5939,28,233511,0.0,1
254,254,254,254,254,,2017-06-15 16:21:48,31,1,"ACC开,3D定位,天线正常","湖南省长沙市长沙县,距横冲 约172米,距紫晶城 约213米",113,63194,28,233957,0.0,1
255,255,255,255,255,,2017-06-15 16:22:36,26,2,"ACC开,3D定位,天线正常","湖南省长沙市长沙县,距紫晶城 约190米,距横冲 约226米",113,6351,28,23356,0.0,2
256,256,256,256,256,,2017-06-15 16:23:24,50,2,"ACC开,3D定位,天线正常","湖南省长沙市长沙县博展路8号,距云锦商务酒店 约77米,距湖南汽车城庆淮汽车销售服务有限公司 约32米",113,6557,28,237894,0.0,2
257,257,257,257,257,,2017-06-15 16:24:12,58,2,"ACC开,3D定位,天线正常","湖南省长沙市长沙县卫星路275,距格力电器(锦绣路) 约78米,距星南小区K28栋 约28米",113,6813,28,244114,0.0,2
258,258,258,258,258,,2017-06-15 16:25:00,45,2,"ACC开,3D定位,天线正常","湖南省长沙市长沙县开元西路,距恒广·国际景园 约119米,距恒广国际景园 约58米",113,6797,28,25065,0.0,2
259,259,259,259,259,,2017-06-15 16:25:48,50,2,"ACC开,3D定位,天线正常","湖南省长沙市长沙县石塘路,距黄坡塘 约275米,距美林水郡 约314米",113,6757,28,25605,0.0,2
260,260,260,260,260,,2017-06-15 16:26:36,58,3,"ACC开,3D定位,天线正常","湖南省长沙市长沙县特立西路,距南塘冲 约115米,距吴家坳 约240米",113,67055,28,262838,0.0,3
261,261,261,261,261,,2017-06-15 16:27:24,61,3,"ACC开,3D定位,天线正常","湖南省长沙市长沙县贺龙体校路,距好望谷 约182米,距湖南机电职业技术学院-北门 约177米",113,6798,28,269987,0.0,3
262,262,262,262,262,,2017-06-15 16:28:12,55,3,"ACC开,3D定位,天线正常","湖南省长沙市长沙县滨湖西路60,距蔡家洲 约107米,距萌邦商务酒店 约108米",113,7023,28,27613,0.0,3
263,263,263,263,263,,2017-06-15 16:29:00,62,4,"ACC开,3D定位,天线正常","湖南省长沙市长沙县X041,距湖南工程职业技术学院 约279米,距蟠龙欣苑 约241米",113,7273,28,282738,0.0,4
264,264,264,264,264,,2017-06-15 16:29:48,66,4,"ACC开,3D定位,天线正常","湖南省长沙市长沙县X041,距石子村 约78米,距南粉墙 约420米",113,7472,28,290195,0.0,4
265,265,265,265,265,,2017-06-15 16:30:36,65,4,"ACC开,3D定位,天线正常","湖南省长沙市长沙县X041,距长沙博士龙建材科技有限公司 约81米,距水渡村 约191米",113,77,28,297754,0.0,4
266,266,266,266,266,,2017-06-15 16:31:24,63,4,"ACC开,3D定位,天线正常","湖南省长沙市长沙县,距腰塘 约61米,距大屋湾 约238米",113,8013,28,30494,0.0,4
267,267,267,267,267,,2017-06-15 16:32:11,49,5,"ACC开,3D定位,天线正常","湖南省长沙市长沙县万家丽北路连接线,距三鞭塅里 约216米,距茅栗山 约260米",113,8336,28,311155,0.0,5
268,268,268,268,268,,2017-06-15 16:32:59,28,5,"ACC开,3D定位,天线正常","湖南省长沙市长沙县X041,距茅栗山 约218米,距水塘乡 约365米",113,8575,28,314905,0.0,5
269,269,269,269,269,,2017-06-15 16:33:47,29,5,"ACC开,3D定位,天线正常","湖南省长沙市长沙县X041,距茅栗山 约101米,距水塘乡 约391米",113,8447,28,314169,0.0,5
270,270,270,270,270,,2017-06-15 16:34:35,25,5,"ACC开,3D定位,天线正常","湖南省长沙市长沙县,距水塘乡 约376米,距茅栗山 约433米",113,8079,28,315361,0.0,5
271,271,271,271,271,,2017-06-15 16:35:24,41,5,"ACC开,3D定位,天线正常","湖南省长沙市长沙县万家丽北路,距勤冲 约227米,距陈家冲 约439米",113,7612,28,31702,0.0,5
272,272,272,272,272,,2017-06-15 16:36:12,45,5,"ACC开,3D定位,天线正常","湖南省长沙市长沙县,距卢家冲 约111米,距陈家冲 约373米",113,7074,28,318848,0.0,5
273,273,273,273,273,,2017-06-15 16:37:00,50,6,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距卢家冲 约786米",113,63995,28,320377,0.0,6
274,274,274,274,274,,2017-06-15 16:37:49,41,6,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距汉回学校 约864米",113,575,28,320988,0.0,6
275,275,275,275,275,,2017-06-15 16:38:37,38,6,"ACC开,3D定位,天线正常","湖南省长沙市开福区捞建路,距汉回学校 约320米",113,5183,28,321215,0.0,6
276,276,276,276,276,,2017-06-15 16:39:25,41,6,"ACC开,3D定位,天线正常","湖南省长沙市开福区捞建路,距汉回学校 约181米,距银宏小区 约784米",113,4703,28,32194,0.0,6
277,277,277,277,277,,2017-06-15 16:40:13,54,6,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距银宏小区-北门 约716米,距汉回学校 约808米",113,40726,28,323673,0.0,6
278,278,278,278,278,,2017-06-15 16:41:01,51,7,"ACC开,3D定位,天线正常",湖南省长沙市开福区,113,3353,28,32505,0.0,7
279,279,279,279,279,,2017-06-15 16:41:49,42,7,"ACC开,3D定位,天线正常","湖南省长沙市开福区G0401(三环线),距大明工业区 约852米",113,2747,28,325363,0.0,7
280,280,280,280,280,,2017-06-15 16:45:01,42,9,"ACC开,3D定位,天线正常","湖南省长沙市开福区长湘路,距长沙机床厂技工学校 约149米,距长沙市开福区瑞龙门窗厂 约398米",113,39,28,322653,0.0,9
281,281,281,281,281,,2017-06-15 16:45:49,62,9,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距长沙机床厂技工学校 约614米,距长沙市开福区瑞龙门窗厂 约795米",112,99661,28,322733,98179.15685384195,9
282,282,282,282,282,,2017-06-15 16:46:37,61,10,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距中国中铁五局集团机电公司三环机械厂 约265米",112,98853,28,32426,0.0,10
283,283,283,283,283,,2017-06-15 16:47:25,63,10,"ACC开,3D定位,天线正常","湖南省长沙市开福区开福大道,距长沙市开福区新港镇春辉学校 约456米,距中国中铁五局集团机电公司三环机械厂 约878米",112,98058,28,327293,0.0,10
284,284,284,284,284,,2017-06-15 16:48:13,52,10,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距长沙市开福区新港镇春辉学校 约268米,距州长水映加州3期 约734米",112,97385,28,329962,0.0,10
285,285,285,285,285,,2017-06-15 16:49:01,66,10,"ACC开,3D定位,天线正常","湖南省长沙市开福区G0401(三环线),距金霞立架桥 约524米,距州长水映加州3期 约699米",112,966125,28,331526,0.0,10
286,286,286,286,286,,2017-06-15 16:49:49,60,11,"ACC开,3D定位,天线正常","湖南省长沙市开福区华宁路,距开福区交通管理局新港交管所 约362米,距金霞立架桥 约371米",112,95718,28,330423,0.0,11
287,287,287,287,287,,2017-06-15 16:50:37,61,11,"ACC开,3D定位,天线正常","湖南省长沙市开福区,距新港镇中心幼儿园 约205米,距新安寺学校 约304米",112,950485,28,327066,0.0,11
288,288,288,288,288,,2017-06-15 16:51:25,60,11,"ACC开,3D定位,天线正常","湖南省长沙市开福区湘江北路,距长沙港 约549米,距新安寺学校 约589米",112,944855,28,322186,0.0,11
289,289,289,289,289,,2017-06-15 16:52:13,58,11,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距许家洲 约424米",112,93916,28,317076,0.0,11
290,290,290,290,290,,2017-06-15 16:53:01,53,12,"ACC开,3D定位,天线正常","湖南省长沙市望城区X065(潇湘北大道东线),距许家洲 约325米,距樟树坳 约617米",112,93395,28,313051,0.0,12
291,291,291,291,291,,2017-06-15 17:02:42,67,19,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距檀树屋场 约136米,距排塘坳 约477米",112,856186,28,296038,0.0,19
292,292,292,292,292,,2017-06-15 17:03:31,62,20,"ACC开,3D定位,天线正常","湖南省长沙市望城区马桥河路,距土地岸子 约300米,距牛扼湾 约321米",112,85298,28,28856,0.0,20
293,293,293,293,293,,2017-06-15 17:04:19,66,20,"ACC开,3D定位,天线正常","湖南省长沙市望城区马桥河路辅路,距贺家桥 约60米,距横冲子 约287米",112,850746,28,28126,0.0,20
294,294,294,294,294,,2017-06-15 17:05:07,57,20,"ACC开,3D定位,天线正常","湖南省长沙市望城区马桥河路辅路,距文家冲 约224米,距郑家咀 约363米",112,84992,28,273506,0.0,20
295,295,295,295,295,,2017-06-15 17:05:54,58,20,"ACC开,3D定位,天线正常","湖南省长沙市望城区马桥河路辅路,距易家屋场 约207米,距金元村 约240米",112,8503,28,267267,0.0,20
296,296,296,296,296,,2017-06-15 17:06:42,65,21,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距周家湾 约280米,距杨柳冲 约310米",112,85022,28,25944,0.0,21
297,297,297,297,297,,2017-06-15 17:07:31,68,21,"ACC开,3D定位,天线正常","湖南省长沙市望城区麓延路,距金桥村 约246米,距伍家湾 约441米",112,84915,28,251434,0.0,21
298,298,298,298,298,,2017-06-15 17:08:18,59,21,"ACC开,3D定位,天线正常","湖南省长沙市望城区长乐路,距夏家湾 约354米,距雷家新屋 约411米",112,84745,28,244335,0.0,21
299,299,299,299,299,,2017-06-15 17:09:07,0,21,"ACC开,3D定位,天线正常","湖南省长沙市望城区X069(雷高路),距潭湖塘 约507米,距樟园塘 约543米",112,84468,28,24091,0.0,21
300,300,300,300,300,,2017-06-15 17:09:54,0,21,"ACC开,3D定位,天线正常","湖南省长沙市望城区X069(雷高路),距潭湖塘 约517米,距樟园塘 约540米",112,84452,28,240917,0.0,21
301,301,301,301,301,,2017-06-15 17:10:42,17,21,"ACC开,3D定位,天线正常","湖南省长沙市望城区X069(雷高路),距樟园塘 约540米,距潭湖塘 约564米",112,843864,28,241018,0.0,21
302,302,302,302,302,,2017-06-15 17:11:30,31,21,"ACC开,3D定位,天线正常","湖南省长沙市望城区X069(雷高路),距戏楼屋 约385米,距樟园塘 约465米",112,84086,28,23981,0.0,21
303,303,303,303,303,,2017-06-15 17:12:18,38,22,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距雷公塘 约261米,距戏楼屋 约273米",112,836075,28,240376,0.0,22
304,304,304,304,304,,2017-06-15 17:13:07,41,22,"ACC开,3D定位,天线正常","湖南省长沙市望城区汇智路,距刘家洲 约150米,距明华双语实验小学 约110米",112,830734,28,240816,0.0,22
305,305,305,305,305,,2017-06-15 17:13:55,53,22,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距龙门塘 约221米,距长沙高新区明华小学 约445米",112,82404,28,241201,0.0,22
306,306,306,306,306,,2017-06-15 17:14:43,55,22,"ACC开,3D定位,天线正常","湖南省长沙市望城区X075,距乾扶塘 约152米,距明华村 约297米",112,81657,28,241623,0.0,22
307,307,307,307,307,,2017-06-15 17:15:31,58,23,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距童家冲 约116米,距龙头坝 约176米",112,80946,28,242964,0.0,23
308,308,308,308,308,,2017-06-15 17:16:19,56,23,"ACC开,3D定位,天线正常","湖南省长沙市望城区黄桥大道,距三益村 约170米,距茶林塘 约392米",112,8018,28,24483,0.0,23
309,309,309,309,309,,2017-06-15 17:17:07,39,23,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距大冲 约175米,距鹧鸪塘 约213米",112,79603,28,246325,0.0,23
310,310,310,310,310,,2017-06-15 17:17:55,38,23,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距长安铃木 约277米,距李家老屋 约375米",112,79051,28,24772,0.0,23
311,311,311,311,311,,2017-06-15 17:18:42,45,23,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距李家老屋 约243米,距新塘 约663米",112,78435,28,24878,0.0,23
312,312,312,312,312,,2017-06-15 17:19:31,26,23,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距唐家坪 约425米,距下谭家老屋 约606米",112,77967,28,248795,0.0,23
313,313,313,313,313,,2017-06-15 17:20:19,0,23,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距唐家坪 约385米,距下谭家老屋 约515米",112,778725,28,24872,0.0,23
314,314,314,314,314,,2017-06-15 17:21:07,27,24,"ACC开,3D定位,天线正常","湖南省长沙市望城区G5513(长常高速),距下谭家老屋 约290米,距水口村 约416米",112,776566,28,248034,0.0,24
315,315,315,315,315,,2017-06-15 17:22:27,52,24,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距张家湾 约320米,距上谭家老屋 约398米",112,76669,28,246792,0.0,24
316,316,316,316,316,,2017-06-15 17:23:16,47,24,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距年冲 约205米,距金峰村 约407米",112,759834,28,247028,0.0,24
317,317,317,317,317,,2017-06-15 17:24:04,47,25,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距年冲 约385米,距毛栗山 约435米",112,754234,28,24798,0.0,25
318,318,318,318,318,,2017-06-15 17:24:51,61,25,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距药铺湾 约99米,距潮湖湾 约175米",112,74695,28,250061,0.0,25
319,319,319,319,319,,2017-06-15 17:25:39,62,25,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距钟馗庙 约250米,距长塘村 约450米",112,73876,28,25288,0.0,25
320,320,320,320,320,,2017-06-15 17:26:44,59,26,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距梵塘庵 约249米,距矮子塘 约329米",112,729195,28,257523,0.0,26
321,321,321,321,321,,2017-06-15 17:27:31,53,26,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距马家塘 约141米,距准提庵 约347米",112,722664,28,260855,0.0,26
322,322,322,322,322,,2017-06-15 17:28:19,61,27,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距王家塘 约89米,距神仙塘 约344米",112,71588,28,264347,0.0,27
323,323,323,323,323,,2017-06-15 17:29:07,59,27,"ACC开,3D定位,天线正常","湖南省长沙市望城区,距荆塘湾 约314米,距横田洲 约565米",112,70884,28,267475,0.0,27
324,324,324,324,324,,2017-06-15 17:31:00,60,29,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县金水路,距邓家湾 约162米,距方家桥村 约218米",112,69041,28,274445,0.0,29
325,325,325,325,325,,2017-06-15 17:31:48,54,29,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县金水路,距程家大屋 约418米,距方家桥村 约500米",112,68367,28,276972,0.0,29
326,326,326,326,326,,2017-06-15 17:32:36,39,29,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县金水路,距网塘冲 约124米,距金腾科技园 约271米",112,67711,28,279106,0.0,29
327,327,327,327,327,,2017-06-15 17:33:24,30,29,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县金水路,距林家巷子 约103米,距金腾科技园 约144米",112,67304,28,28002,0.0,29
328,328,328,328,328,,2017-06-15 17:34:12,44,29,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县金水路,距衰衣塘 约266米,距湖南省大学科技产业园 约281米",112,66815,28,28071,0.0,29
329,329,329,329,329,,2017-06-15 17:35:00,62,30,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县金水路,距南竹山 约251米,距胡家老屋 约378米",112,66087,28,28219,0.0,30
330,330,330,330,330,,2017-06-15 17:35:48,67,30,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县金水西路,距刘家老屋 约200米,距崔家冲 约387米",112,65264,28,284206,0.0,30
331,331,331,331,331,,2017-06-15 17:36:36,68,30,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县X077,距五家咀 约297米,距响水坝 约353米",112,644485,28,28777,0.0,30
332,332,332,332,332,,2017-06-15 17:37:24,61,31,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距马景塘 约331米,距峡山湾村 约403米",112,637276,28,292513,0.0,31
333,333,333,333,333,,2017-06-15 17:38:13,60,31,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距竹山湾 约156米,距熊家洲 约329米",112,63075,28,296904,0.0,31
334,334,334,334,334,,2017-06-15 17:39:00,62,31,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县X073,距渔场 约156米,距花门楼 约234米",112,624176,28,301336,0.0,31
335,335,335,335,335,,2017-06-15 17:39:48,67,31,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县谐园路,距崔家冲 约183米,距茶庵寺村 约510米",112,61677,28,305296,0.0,31
336,336,336,336,336,,2017-06-15 17:40:37,50,32,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距石头坑 约48米,距杨家屋场 约344米",112,609184,28,308266,0.0,32
337,337,337,337,337,,2017-06-15 17:41:24,33,32,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距干冲子 约140米,距石家冲 约321米",112,60417,28,310152,0.0,32
338,338,338,338,338,,2017-06-15 17:42:12,30,32,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距干冲子 约275米,距赵子龙 约311米",112,6002,28,31145,0.0,32
339,339,339,339,339,,2017-06-15 17:43:48,46,33,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距任家铺子 约122米,距泉冲 约463米",112,58866,28,31415,0.0,33
340,340,340,340,340,,2017-06-15 17:44:36,43,33,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县宁乡大道,距泉冲 约138米,距宝塔屋场 约387米",112,58281,28,315449,0.0,33
341,341,341,341,341,,2017-06-15 17:45:24,53,33,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县蓝月谷西路辅路,距龙家屋场 约135米,距馨宁新村 约422米",112,57674,28,31673,0.0,33
342,342,342,342,342,,2017-06-15 17:46:13,67,34,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县蓝月谷西路辅路,距学堂屋场 约186米,距陈家湾 约391米",112,568565,28,318768,0.0,34
343,343,343,343,343,,2017-06-15 17:47:01,56,34,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县蓝月谷西路辅路,距大梅家冲 约320米,距朱家湾 约331米",112,56096,28,32211,0.0,34
344,344,344,344,344,,2017-06-15 17:47:49,45,34,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距顶塘 约297米,距亚超平安保险服务点 约238米",112,555984,28,325726,0.0,34
345,345,345,345,345,,2017-06-15 17:48:37,61,34,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距卢家冲 约457米,距黄泥塘 约489米",112,55028,28,33034,0.0,34
346,346,346,346,346,,2017-06-15 17:49:57,68,35,"ACC开,3D定位,天线正常","湖南省益阳市赫山区X022,距周家坝 约122米,距李家湾 约658米",112,5404,28,340294,0.0,35
347,347,347,347,347,,2017-06-15 17:50:45,64,36,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距李家湾 约356米,距黄家冲 约414米",112,53633,28,347658,0.0,36
348,348,348,348,348,,2017-06-15 17:51:33,36,36,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距黄家冲 约258米,距熊家湾 约308米",112,53342,28,353115,0.0,36
349,349,349,349,349,,2017-06-15 17:52:21,37,36,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距铁炉冲 约394米,距仙峰寺村 约411米",112,5318,28,35726,0.0,36
350,350,350,350,350,,2017-06-15 17:53:09,44,36,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距仙峰寺村 约495米,距枫树山 约648米",112,53067,28,362116,0.0,36
351,351,351,351,351,,2017-06-15 17:55:49,59,38,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距邓家塘 约460米,距王家湾 约481米",112,52524,28,381277,0.0,38
352,352,352,352,352,,2017-06-15 17:56:37,67,39,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距唐家坪 约307米,距王家湾 约380米",112,52277,28,388647,0.0,39
353,353,353,353,353,,2017-06-15 18:00:28,66,43,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距汤家湾 约180米,距高家拐 约279米",112,504906,28,419636,0.0,43
354,354,354,354,354,,2017-06-15 18:01:17,64,43,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距哲士公 约488米,距梅家塘 约498米",112,49998,28,426746,0.0,43
355,355,355,355,355,,2017-06-15 18:02:05,58,43,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距黄家塘 约285米,距新塘 约440米",112,49613,28,432865,0.0,43
356,356,356,356,356,,2017-06-15 18:02:53,60,43,"ACC开,3D定位,天线正常","湖南省益阳市赫山区鱼形山路,距神庵塘 约258米,距益阳市臻盛精密制造有限公司 约341米",112,49284,28,439526,0.0,43
357,357,357,357,357,,2017-06-15 18:03:42,60,44,"ACC开,3D定位,天线正常","湖南省益阳市赫山区欧家冲路,距雪花湾 约88米,距湖南科严铝业有限公司 约118米",112,48992,28,44622,0.0,44
358,358,358,358,358,,2017-06-15 18:04:30,60,44,"ACC开,3D定位,天线正常","湖南省益阳市赫山区高新大道,距湖南润邦工程机械有限公司 约339米,距胡家坳 约357米",112,48802,28,453213,0.0,44
359,359,359,359,359,,2017-06-15 18:05:18,65,44,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距龙塘 约230米,距马头屋场 约387米",112,48651,28,460678,0.0,44
360,360,360,360,360,,2017-06-15 18:06:06,57,45,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距排子冲 约218米,距石子塘 约546米",112,4849,28,467758,0.0,45
361,361,361,361,361,,2017-06-15 18:07:25,60,46,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距仓成湾 约183米,距朱家冲村 约627米",112,48042,28,479626,0.0,46
362,362,362,362,362,,2017-06-15 18:08:14,67,46,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距高古洲 约83米,距新石桥 约397米",112,47706,28,48647,0.0,46
363,363,363,363,363,,2017-06-15 18:09:02,70,47,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距吊牛咀 约230米,距苏家村 约465米",112,473274,28,493992,0.0,47
364,364,364,364,364,,2017-06-15 18:09:56,68,47,"ACC开,3D定位,天线正常","湖南省益阳市赫山区S7101(益阳南线高速),距磨田公 约463米,距苏家村 约626米",112,46757,28,501858,0.0,47
365,365,365,365,365,,2017-06-15 18:10:44,62,47,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距杨家冲 约273米,距长塘冲 约627米",112,46219,28,508154,0.0,47
366,366,366,366,366,,2017-06-15 18:11:32,67,47,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距长塘冲 约246米,距草塘村 约321米",112,458534,28,515097,0.0,47
367,367,367,367,367,,2017-06-15 18:12:20,69,48,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距新塘坡 约81米,距泮泗塘 约268米",112,45346,28,521936,0.0,48
368,368,368,368,368,,2017-06-15 18:14:28,55,50,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距宁龙香葡萄园 约468米,距老官塘 约474米",112,440475,28,537436,0.0,50
369,369,369,369,369,,2017-06-15 18:15:16,67,50,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距罗家咀 约22米,距仁锋村 约371米",112,43611,28,54359,0.0,50
370,370,370,370,370,,2017-06-15 18:16:05,63,50,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距联想电脑专卖店 约20米,距益阳鸿图建筑材料有限公司 约558米",112,429985,28,549803,0.0,50
371,371,371,371,371,,2017-06-15 18:17:21,68,52,"ACC开,3D定位,天线正常","湖南省益阳市赫山区,距徐师傅修理厂 约273米,距银城二手车交易市场 约279米",112,41844,28,55701,0.0,52
372,372,372,372,372,,2017-06-15 18:18:09,61,52,"ACC开,3D定位,天线正常","湖南省益阳市赫山区桃花仑东路1445号,距宏发车行 约62米,距欧华车行 约67米",112,41112,28,560905,0.0,52
373,373,373,373,373,,2017-06-15 18:18:58,57,52,"ACC开,3D定位,天线正常","湖南省益阳市赫山区桃花仑东路1040号,距金石花小区 约29米,距众泰汽车 约69米",112,4047,28,56521,0.0,52
374,374,374,374,374,,2017-06-15 18:19:46,60,52,"ACC开,3D定位,天线正常","湖南省益阳市赫山区益阳大道178号,距旺府商务酒店 约33米,距益阳粮油包装印刷厂 约42米",112,398636,28,569832,0.0,52
375,375,375,375,375,,2017-06-15 18:20:34,61,53,"ACC开,3D定位,天线正常","湖南省益阳市赫山区团圆北路110,距益阳市烟草专卖局赫山宿舍区 约100米,距益阳市环宇汽贸有限公司 约126米",112,3924,28,574581,0.0,53
376,376,376,376,376,,2017-06-15 18:21:23,65,53,"ACC开,3D定位,天线正常","湖南省益阳市赫山区桃花仑东路452号,距特步(桃花仑东路) 约29米,距益阳市赫山区金色阳光幼儿园 约43米",112,38634,28,579725,0.0,53
377,377,377,377,377,,2017-06-15 18:22:11,67,53,"ACC开,3D定位,天线正常","湖南省益阳市赫山区赫山北路68号,距赫山区政府 约88米,距益阳市赫山区人民政府-南门 约89米",112,38069,28,585766,0.0,53
378,378,378,378,378,,2017-06-15 18:22:59,67,53,"ACC开,3D定位,天线正常","湖南省益阳市赫山区龙洲北路970,距丰波汽车维修护理中心 约15米,距宏达不锈钢 约117米",112,3758,28,592478,0.0,53
379,379,379,379,379,,2017-06-15 18:24:03,51,54,"ACC开,3D定位,天线正常","湖南省益阳市资阳区资江三大桥,距资江三大桥 约135米,距斗魁塔 约224米",112,36995,28,600922,0.0,54
380,380,380,380,380,,2017-06-15 18:24:51,59,54,"ACC开,3D定位,天线正常","湖南省益阳市资阳区五一东路,距白马山 约276米,距白马山村卫生室 约443米",112,36611,28,606428,0.0,54
381,381,381,381,381,,2017-06-15 18:25:39,62,55,"ACC开,3D定位,天线正常","湖南省益阳市资阳区白马山北路,距山野生态农庄 约181米,距益阳市资阳区人民法院-西北门 约216米",112,36179,28,61267,0.0,55
382,382,382,382,382,,2017-06-15 18:26:27,66,55,"ACC开,3D定位,天线正常","湖南省益阳市资阳区资阳东路,距杨树学校 约192米,距杨树村 约202米",112,35558,28,618109,0.0,55
