Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,long,Latitude,lat,Distance_geopy,Distance traveled (km)
522,522,522,522,522,,2017-06-15 22:00:50,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
523,523,523,523,523,,2017-06-15 22:04:06,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
524,524,524,524,524,,2017-06-15 22:07:22,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
525,525,525,525,525,,2017-06-15 22:10:39,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
526,526,526,526,526,,2017-06-15 22:13:55,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
527,527,527,527,527,,2017-06-15 22:17:11,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
528,528,528,528,528,,2017-06-15 22:20:28,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
529,529,529,529,529,,2017-06-15 22:23:43,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
530,530,530,530,530,,2017-06-15 22:27:00,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
531,531,531,531,531,,2017-06-15 22:30:16,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
532,532,532,532,532,,2017-06-15 22:33:32,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
533,533,533,533,533,,2017-06-15 22:36:48,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
534,534,534,534,534,,2017-06-15 22:40:04,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
535,535,535,535,535,,2017-06-15 22:43:20,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
536,536,536,536,536,,2017-06-15 22:46:37,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
537,537,537,537,537,,2017-06-15 22:49:53,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
538,538,538,538,538,,2017-06-15 22:53:09,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
539,539,539,539,539,,2017-06-15 22:56:25,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
540,540,540,540,540,,2017-06-15 22:59:42,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
541,541,541,541,541,,2017-06-15 23:02:58,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
542,542,542,542,542,,2017-06-15 23:06:14,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
543,543,543,543,543,,2017-06-15 23:09:30,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
544,544,544,544,544,,2017-06-15 23:12:46,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
545,545,545,545,545,,2017-06-15 23:16:02,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
546,546,546,546,546,,2017-06-15 23:19:19,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
547,547,547,547,547,,2017-06-15 23:22:35,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
548,548,548,548,548,,2017-06-15 23:25:51,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
549,549,549,549,549,,2017-06-15 23:29:07,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
550,550,550,550,550,,2017-06-15 23:32:23,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
551,551,551,551,551,,2017-06-15 23:35:40,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
552,552,552,552,552,,2017-06-15 23:38:56,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
553,553,553,553,553,,2017-06-15 23:42:12,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
554,554,554,554,554,,2017-06-15 23:45:28,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
555,555,555,555,555,,2017-06-15 23:48:45,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
556,556,556,556,556,,2017-06-15 23:52:00,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
557,557,557,557,557,,2017-06-15 23:55:17,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
558,558,558,558,558,,2017-06-15 23:58:33,0,96,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约239米,距万嘉物流 约320米",111,6609,28,987083,0.0,96
